id,tipo,descripcion,lat,lon,fecha_extraccion,cuadrante,calle
3982,LOL,Evento tipo LOL,-33.4275,-70.57999999999998,2025-04-28 22:29:53,Q10_14_13,Quinta Normal
3983,happy,Evento tipo happy,-33.4275,-70.57999999999998,2025-04-28 22:29:54,Q10_14_13,Peñalolén
3984,desconocido,Evento tipo desconocido,-33.4275,-70.53999999999999,2025-04-28 22:30:02,Q10_14_14,Plaza Italia
3985,happy,Evento tipo happy,-33.4275,-70.53999999999999,2025-04-28 22:30:02,Q10_14_14,Costanera Norte
3986,LOL,Evento tipo LOL,-33.4275,-70.53999999999999,2025-04-28 22:30:02,Q10_14_14,Maipú
3987,inlove,Evento tipo inlove,-33.4275,-70.53999999999999,2025-04-28 22:30:02,Q10_14_14,Vespucio Sur
3988,ninja,Evento tipo ninja,-33.4275,-70.53999999999999,2025-04-28 22:30:02,Q10_14_14,Peñalolén
3989,peaceful,Evento tipo peaceful,-33.4275,-70.53999999999999,2025-04-28 22:30:02,Q10_14_14,Apoquindo Las Condes
3990,sunny,Evento tipo sunny,-33.4275,-70.53999999999999,2025-04-28 22:30:02,Q10_14_14,Estación Central
3991,desconocido,Evento tipo desconocido,-33.4275,-70.49999999999999,2025-04-28 22:30:10,Q10_14_15,Av. La Florida
3992,happy,Evento tipo happy,-33.4275,-70.49999999999999,2025-04-28 22:30:10,Q10_14_15,Grecia Ñuñoa
3993,desconocido,Evento tipo desconocido,-33.4275,-70.46,2025-04-28 22:30:18,Q10_14_16,Puente Alto
3994,desconocido,Evento tipo desconocido,-33.4275,-70.41999999999999,2025-04-28 22:30:27,Q10_14_17,Ñuñoa Plaza Egaña
3995,desconocido,Evento tipo desconocido,-33.4275,-70.38,2025-04-28 22:30:35,Q10_14_18,Ñuñoa Plaza Egaña
3996,desconocido,Evento tipo desconocido,-33.39062500000001,-71.01999999999998,2025-04-28 22:30:43,Q10_15_2,Lo Barnechea
3997,desconocido,Evento tipo desconocido,-33.39062500000001,-70.97999999999999,2025-04-28 22:30:51,Q10_15_3,Alameda Centro
3998,desconocido,Evento tipo desconocido,-33.39062500000001,-70.93999999999998,2025-04-28 22:31:00,Q10_15_4,Autopista Central
3999,desconocido,Evento tipo desconocido,-33.39062500000001,-70.89999999999999,2025-04-28 22:31:08,Q10_15_5,San Bernardo
4000,desconocido,Evento tipo desconocido,-33.39062500000001,-70.85999999999999,2025-04-28 22:31:16,Q10_15_6,Recoleta
4001,ninja,Evento tipo ninja,-33.39062500000001,-70.85999999999999,2025-04-28 22:31:16,Q10_15_6,Lo Barnechea
4002,happy,Evento tipo happy,-33.39062500000001,-70.85999999999999,2025-04-28 22:31:16,Q10_15_6,Camino a Melipilla
4003,LOL,Evento tipo LOL,-33.39062500000001,-70.85999999999999,2025-04-28 22:31:16,Q10_15_6,Recoleta
4004,peaceful,Evento tipo peaceful,-33.39062500000001,-70.85999999999999,2025-04-28 22:31:16,Q10_15_6,Av. La Florida
4005,desconocido,Evento tipo desconocido,-33.39062500000001,-70.82,2025-04-28 22:31:24,Q10_15_7,Los Dominicos
4006,desconocido,Evento tipo desconocido,-33.39062500000001,-70.77999999999999,2025-04-28 22:31:33,Q10_15_8,Independencia
4007,happy,Evento tipo happy,-33.39062500000001,-70.77999999999999,2025-04-28 22:31:33,Q10_15_8,La Cisterna
4008,sunny,Evento tipo sunny,-33.39062500000001,-70.77999999999999,2025-04-28 22:31:33,Q10_15_8,Apoquindo Las Condes
4009,LOL,Evento tipo LOL,-33.39062500000001,-70.77999999999999,2025-04-28 22:31:33,Q10_15_8,Recoleta
4010,inlove,Evento tipo inlove,-33.39062500000001,-70.77999999999999,2025-04-28 22:31:33,Q10_15_8,Peñalolén
4011,peaceful,Evento tipo peaceful,-33.39062500000001,-70.77999999999999,2025-04-28 22:31:33,Q10_15_8,La Cisterna
4012,desconocido,Evento tipo desconocido,-33.39062500000001,-70.74,2025-04-28 22:31:41,Q10_15_9,Plaza Italia
4013,happy,Evento tipo happy,-33.39062500000001,-70.74,2025-04-28 22:31:41,Q10_15_9,Las Rejas
4014,ninja,Evento tipo ninja,-33.39062500000001,-70.74,2025-04-28 22:31:41,Q10_15_9,Providencia
4015,peaceful,Evento tipo peaceful,-33.39062500000001,-70.74,2025-04-28 22:31:41,Q10_15_9,Apoquindo Las Condes
4016,LOL,Evento tipo LOL,-33.39062500000001,-70.74,2025-04-28 22:31:41,Q10_15_9,Costanera Norte
4017,inlove,Evento tipo inlove,-33.39062500000001,-70.74,2025-04-28 22:31:41,Q10_15_9,Recoleta
4018,desconocido,Evento tipo desconocido,-33.39062500000001,-70.69999999999999,2025-04-28 22:31:49,Q10_15_10,Plaza Italia
4019,peaceful,Evento tipo peaceful,-33.39062500000001,-70.69999999999999,2025-04-28 22:31:49,Q10_15_10,Peñalolén
4020,happy,Evento tipo happy,-33.39062500000001,-70.69999999999999,2025-04-28 22:31:49,Q10_15_10,San Miguel
4021,sunny,Evento tipo sunny,-33.39062500000001,-70.69999999999999,2025-04-28 22:31:49,Q10_15_10,Providencia
4022,LOL,Evento tipo LOL,-33.39062500000001,-70.69999999999999,2025-04-28 22:31:49,Q10_15_10,Quinta Normal
4023,inlove,Evento tipo inlove,-33.39062500000001,-70.69999999999999,2025-04-28 22:31:49,Q10_15_10,Macul
4024,desconocido,Evento tipo desconocido,-33.39062500000001,-70.65999999999998,2025-04-28 22:31:58,Q10_15_11,San Bernardo
4025,speedy,Evento tipo speedy,-33.39062500000001,-70.65999999999998,2025-04-28 22:31:58,Q10_15_11,Apoquindo Las Condes
4026,LOL,Evento tipo LOL,-33.39062500000001,-70.65999999999998,2025-04-28 22:31:58,Q10_15_11,San Joaquín
4027,happy,Evento tipo happy,-33.39062500000001,-70.65999999999998,2025-04-28 22:31:58,Q10_15_11,La Cisterna
4028,zombie,Evento tipo zombie,-33.39062500000001,-70.65999999999998,2025-04-28 22:31:58,Q10_15_11,Vespucio Norte
4029,peaceful,Evento tipo peaceful,-33.39062500000001,-70.65999999999998,2025-04-28 22:31:58,Q10_15_11,Los Dominicos
4030,ninja,Evento tipo ninja,-33.39062500000001,-70.65999999999998,2025-04-28 22:31:58,Q10_15_11,Huechuraba
4031,desconocido,Evento tipo desconocido,-33.39062500000001,-70.61999999999999,2025-04-28 22:32:06,Q10_15_12,Recoleta
4032,sunny,Evento tipo sunny,-33.39062500000001,-70.61999999999999,2025-04-28 22:32:06,Q10_15_12,Puente Alto
4033,happy,Evento tipo happy,-33.39062500000001,-70.61999999999999,2025-04-28 22:32:06,Q10_15_12,San Joaquín
4034,baby,Evento tipo baby,-33.39062500000001,-70.61999999999999,2025-04-28 22:32:06,Q10_15_12,Vespucio Norte
4035,LOL,Evento tipo LOL,-33.39062500000001,-70.61999999999999,2025-04-28 22:32:06,Q10_15_12,Alameda Centro
4036,inlove,Evento tipo inlove,-33.39062500000001,-70.61999999999999,2025-04-28 22:32:06,Q10_15_12,Camino a Melipilla
4037,peaceful,Evento tipo peaceful,-33.39062500000001,-70.61999999999999,2025-04-28 22:32:06,Q10_15_12,San Miguel
4038,zombie,Evento tipo zombie,-33.39062500000001,-70.61999999999999,2025-04-28 22:32:06,Q10_15_12,Los Dominicos
4039,ninja,Evento tipo ninja,-33.39062500000001,-70.61999999999999,2025-04-28 22:32:06,Q10_15_12,Av. La Florida
4040,desconocido,Evento tipo desconocido,-33.39062500000001,-70.57999999999998,2025-04-28 22:32:14,Q10_15_13,Alameda Centro
4041,happy,Evento tipo happy,-33.39062500000001,-70.57999999999998,2025-04-28 22:32:14,Q10_15_13,Peñalolén
4042,zombie,Evento tipo zombie,-33.39062500000001,-70.57999999999998,2025-04-28 22:32:14,Q10_15_13,Independencia
4043,peaceful,Evento tipo peaceful,-33.39062500000001,-70.57999999999998,2025-04-28 22:32:14,Q10_15_13,Macul
4044,sunny,Evento tipo sunny,-33.39062500000001,-70.57999999999998,2025-04-28 22:32:14,Q10_15_13,Apoquindo Las Condes
4045,inlove,Evento tipo inlove,-33.39062500000001,-70.57999999999998,2025-04-28 22:32:14,Q10_15_13,Alameda Centro
4046,desconocido,Evento tipo desconocido,-33.39062500000001,-70.53999999999999,2025-04-28 22:32:22,Q10_15_14,Lo Barnechea
4047,LOL,Evento tipo LOL,-33.39062500000001,-70.53999999999999,2025-04-28 22:32:22,Q10_15_14,Alameda Centro
4048,sunny,Evento tipo sunny,-33.39062500000001,-70.53999999999999,2025-04-28 22:32:22,Q10_15_14,Providencia
4049,happy,Evento tipo happy,-33.39062500000001,-70.53999999999999,2025-04-28 22:32:22,Q10_15_14,Costanera Norte
4050,happy,Evento tipo happy,-33.39062500000001,-70.53999999999999,2025-04-28 22:32:23,Q10_15_14,Peñalolén
4051,zombie,Evento tipo zombie,-33.39062500000001,-70.53999999999999,2025-04-28 22:32:23,Q10_15_14,San Bernardo
4052,ninja,Evento tipo ninja,-33.39062500000001,-70.53999999999999,2025-04-28 22:32:23,Q10_15_14,Estación Central
4053,sunny,Evento tipo sunny,-33.39062500000001,-70.53999999999999,2025-04-28 22:32:23,Q10_15_14,Costanera Norte
4054,desconocido,Evento tipo desconocido,-33.39062500000001,-70.49999999999999,2025-04-28 22:32:31,Q10_15_15,Lo Prado
4055,zombie,Evento tipo zombie,-33.39062500000001,-70.49999999999999,2025-04-28 22:32:31,Q10_15_15,Los Dominicos
4056,peaceful,Evento tipo peaceful,-33.39062500000001,-70.49999999999999,2025-04-28 22:32:31,Q10_15_15,La Cisterna
4057,LOL,Evento tipo LOL,-33.39062500000001,-70.49999999999999,2025-04-28 22:32:31,Q10_15_15,Peñalolén
4058,happy,Evento tipo happy,-33.39062500000001,-70.49999999999999,2025-04-28 22:32:31,Q10_15_15,Vespucio Sur
4059,speedy,Evento tipo speedy,-33.39062500000001,-70.49999999999999,2025-04-28 22:32:31,Q10_15_15,Av. La Florida
4060,cool,Evento tipo cool,-33.39062500000001,-70.49999999999999,2025-04-28 22:32:31,Q10_15_15,Costanera Norte
4061,inlove,Evento tipo inlove,-33.39062500000001,-70.49999999999999,2025-04-28 22:32:31,Q10_15_15,Peñalolén
4062,sunny,Evento tipo sunny,-33.39062500000001,-70.49999999999999,2025-04-28 22:32:31,Q10_15_15,Independencia
4063,ninja,Evento tipo ninja,-33.39062500000001,-70.49999999999999,2025-04-28 22:32:31,Q10_15_15,Autopista Central
4064,desconocido,Evento tipo desconocido,-33.39062500000001,-70.46,2025-04-28 22:32:39,Q10_15_16,Camino a Melipilla
4065,desconocido,Evento tipo desconocido,-33.39062500000001,-70.41999999999999,2025-04-28 22:32:47,Q10_15_17,Costanera Norte
4066,desconocido,Evento tipo desconocido,-33.39062500000001,-70.38,2025-04-28 22:32:56,Q10_15_18,Los Dominicos
4067,desconocido,Evento tipo desconocido,-33.35375000000001,-71.01999999999998,2025-04-28 22:33:04,Q10_16_2,San Bernardo
4068,desconocido,Evento tipo desconocido,-33.35375000000001,-70.97999999999999,2025-04-28 22:33:12,Q10_16_3,Estación Central
4069,desconocido,Evento tipo desconocido,-33.35375000000001,-70.93999999999998,2025-04-28 22:33:20,Q10_16_4,Vespucio Sur
4070,desconocido,Evento tipo desconocido,-33.35375000000001,-70.89999999999999,2025-04-28 22:33:28,Q10_16_5,Independencia
4071,desconocido,Evento tipo desconocido,-33.35375000000001,-70.85999999999999,2025-04-28 22:33:37,Q10_16_6,San Joaquín
4072,desconocido,Evento tipo desconocido,-33.35375000000001,-70.82,2025-04-28 22:33:45,Q10_16_7,San Bernardo
4073,LOL,Evento tipo LOL,-33.35375000000001,-70.82,2025-04-28 22:33:45,Q10_16_7,Huechuraba
4074,happy,Evento tipo happy,-33.35375000000001,-70.82,2025-04-28 22:33:45,Q10_16_7,Maipú
4075,desconocido,Evento tipo desconocido,-33.35375000000001,-70.77999999999999,2025-04-28 22:33:53,Q10_16_8,Estación Central
4076,zombie,Evento tipo zombie,-33.35375000000001,-70.77999999999999,2025-04-28 22:33:53,Q10_16_8,Pudahuel
4077,desconocido,Evento tipo desconocido,-33.35375000000001,-70.74,2025-04-28 22:34:02,Q10_16_9,Ñuñoa Plaza Egaña
4078,happy,Evento tipo happy,-33.35375000000001,-70.74,2025-04-28 22:34:02,Q10_16_9,Autopista Central
4079,zombie,Evento tipo zombie,-33.35375000000001,-70.74,2025-04-28 22:34:02,Q10_16_9,Las Rejas
4080,ninja,Evento tipo ninja,-33.35375000000001,-70.74,2025-04-28 22:34:02,Q10_16_9,Vespucio Norte
4081,desconocido,Evento tipo desconocido,-33.35375000000001,-70.69999999999999,2025-04-28 22:34:10,Q10_16_10,Apoquindo Las Condes
4082,happy,Evento tipo happy,-33.35375000000001,-70.69999999999999,2025-04-28 22:34:10,Q10_16_10,Ñuñoa Plaza Egaña
4083,ninja,Evento tipo ninja,-33.35375000000001,-70.69999999999999,2025-04-28 22:34:10,Q10_16_10,Huechuraba
4084,zombie,Evento tipo zombie,-33.35375000000001,-70.69999999999999,2025-04-28 22:34:10,Q10_16_10,Ñuñoa Plaza Egaña
4085,inlove,Evento tipo inlove,-33.35375000000001,-70.69999999999999,2025-04-28 22:34:10,Q10_16_10,Ñuñoa Plaza Egaña
4086,sunny,Evento tipo sunny,-33.35375000000001,-70.69999999999999,2025-04-28 22:34:10,Q10_16_10,Autopista Central
4087,desconocido,Evento tipo desconocido,-33.35375000000001,-70.65999999999998,2025-04-28 22:34:18,Q10_16_11,Alameda Centro
4088,happy,Evento tipo happy,-33.35375000000001,-70.65999999999998,2025-04-28 22:34:18,Q10_16_11,Apoquindo Las Condes
4089,sunny,Evento tipo sunny,-33.35375000000001,-70.65999999999998,2025-04-28 22:34:18,Q10_16_11,Estación Central
4090,LOL,Evento tipo LOL,-33.35375000000001,-70.65999999999998,2025-04-28 22:34:18,Q10_16_11,Estación Central
4091,peaceful,Evento tipo peaceful,-33.35375000000001,-70.65999999999998,2025-04-28 22:34:18,Q10_16_11,Lo Barnechea
4092,inlove,Evento tipo inlove,-33.35375000000001,-70.65999999999998,2025-04-28 22:34:18,Q10_16_11,Peñalolén
4093,desconocido,Evento tipo desconocido,-33.35375000000001,-70.61999999999999,2025-04-28 22:34:27,Q10_16_12,Providencia
4094,happy,Evento tipo happy,-33.35375000000001,-70.61999999999999,2025-04-28 22:34:27,Q10_16_12,Las Rejas
4095,desconocido,Evento tipo desconocido,-33.35375000000001,-70.57999999999998,2025-04-28 22:34:35,Q10_16_13,Maipú
4096,desconocido,Evento tipo desconocido,-33.35375000000001,-70.53999999999999,2025-04-28 22:34:43,Q10_16_14,Estación Central
4097,happy,Evento tipo happy,-33.35375000000001,-70.53999999999999,2025-04-28 22:34:43,Q10_16_14,Camino a Melipilla
4098,LOL,Evento tipo LOL,-33.35375000000001,-70.53999999999999,2025-04-28 22:34:43,Q10_16_14,Pudahuel
4099,inlove,Evento tipo inlove,-33.35375000000001,-70.53999999999999,2025-04-28 22:34:43,Q10_16_14,La Cisterna
4100,peaceful,Evento tipo peaceful,-33.35375000000001,-70.53999999999999,2025-04-28 22:34:43,Q10_16_14,San Bernardo
4101,zombie,Evento tipo zombie,-33.35375000000001,-70.53999999999999,2025-04-28 22:34:43,Q10_16_14,San Joaquín
4102,ninja,Evento tipo ninja,-33.35375000000001,-70.53999999999999,2025-04-28 22:34:43,Q10_16_14,Autopista Central
4103,speedy,Evento tipo speedy,-33.35375000000001,-70.53999999999999,2025-04-28 22:34:43,Q10_16_14,Huechuraba
4104,sunny,Evento tipo sunny,-33.35375000000001,-70.53999999999999,2025-04-28 22:34:43,Q10_16_14,Av. La Florida
4105,desconocido,Evento tipo desconocido,-33.35375000000001,-70.49999999999999,2025-04-28 22:34:51,Q10_16_15,La Cisterna
4106,peaceful,Evento tipo peaceful,-33.35375000000001,-70.49999999999999,2025-04-28 22:34:51,Q10_16_15,Lo Barnechea
4107,sunny,Evento tipo sunny,-33.35375000000001,-70.49999999999999,2025-04-28 22:34:51,Q10_16_15,Huechuraba
4108,ninja,Evento tipo ninja,-33.35375000000001,-70.49999999999999,2025-04-28 22:34:51,Q10_16_15,Ñuñoa Plaza Egaña
4109,happy,Evento tipo happy,-33.35375000000001,-70.49999999999999,2025-04-28 22:34:51,Q10_16_15,Huechuraba
4110,LOL,Evento tipo LOL,-33.35375000000001,-70.49999999999999,2025-04-28 22:34:51,Q10_16_15,Providencia
4111,zombie,Evento tipo zombie,-33.35375000000001,-70.49999999999999,2025-04-28 22:34:51,Q10_16_15,Puente Alto
4112,desconocido,Evento tipo desconocido,-33.35375000000001,-70.46,2025-04-28 22:35:00,Q10_16_16,Las Rejas
4113,happy,Evento tipo happy,-33.35375000000001,-70.46,2025-04-28 22:35:00,Q10_16_16,Peñalolén
4114,desconocido,Evento tipo desconocido,-33.35375000000001,-70.41999999999999,2025-04-28 22:35:08,Q10_16_17,Pudahuel
4115,desconocido,Evento tipo desconocido,-33.35375000000001,-70.38,2025-04-28 22:35:16,Q10_16_18,San Joaquín
4116,desconocido,Evento tipo desconocido,-33.316875,-71.01999999999998,2025-04-28 22:35:24,Q10_17_2,Providencia
4117,desconocido,Evento tipo desconocido,-33.316875,-70.97999999999999,2025-04-28 22:35:33,Q10_17_3,Vespucio Norte
4118,desconocido,Evento tipo desconocido,-33.316875,-70.93999999999998,2025-04-28 22:35:41,Q10_17_4,Providencia
4119,desconocido,Evento tipo desconocido,-33.316875,-70.89999999999999,2025-04-28 22:35:49,Q10_17_5,San Bernardo
4120,desconocido,Evento tipo desconocido,-33.316875,-70.85999999999999,2025-04-28 22:35:58,Q10_17_6,Vespucio Norte
4121,happy,Evento tipo happy,-33.316875,-70.85999999999999,2025-04-28 22:35:58,Q10_17_6,Estación Central
4122,desconocido,Evento tipo desconocido,-33.316875,-70.82,2025-04-28 22:36:06,Q10_17_7,San Miguel
4123,sunny,Evento tipo sunny,-33.316875,-70.82,2025-04-28 22:36:06,Q10_17_7,Quinta Normal
4124,peaceful,Evento tipo peaceful,-33.316875,-70.82,2025-04-28 22:36:06,Q10_17_7,Puente Alto
4125,happy,Evento tipo happy,-33.316875,-70.82,2025-04-28 22:36:06,Q10_17_7,Estación Central
4126,desconocido,Evento tipo desconocido,-33.316875,-70.77999999999999,2025-04-28 22:36:14,Q10_17_8,Providencia
4127,happy,Evento tipo happy,-33.316875,-70.77999999999999,2025-04-28 22:36:14,Q10_17_8,Lo Barnechea
4128,desconocido,Evento tipo desconocido,-33.316875,-70.74,2025-04-28 22:36:23,Q10_17_9,Camino a Melipilla
4129,happy,Evento tipo happy,-33.316875,-70.74,2025-04-28 22:36:23,Q10_17_9,Apoquindo Las Condes
4130,inlove,Evento tipo inlove,-33.316875,-70.74,2025-04-28 22:36:23,Q10_17_9,San Bernardo
4131,LOL,Evento tipo LOL,-33.316875,-70.74,2025-04-28 22:36:23,Q10_17_9,Peñalolén
4132,peaceful,Evento tipo peaceful,-33.316875,-70.74,2025-04-28 22:36:23,Q10_17_9,Camino a Melipilla
4133,desconocido,Evento tipo desconocido,-33.316875,-70.69999999999999,2025-04-28 22:36:31,Q10_17_10,Lo Prado
4134,happy,Evento tipo happy,-33.316875,-70.69999999999999,2025-04-28 22:36:31,Q10_17_10,Ñuñoa Plaza Egaña
4135,ninja,Evento tipo ninja,-33.316875,-70.69999999999999,2025-04-28 22:36:31,Q10_17_10,Alameda Centro
4136,desconocido,Evento tipo desconocido,-33.316875,-70.65999999999998,2025-04-28 22:36:39,Q10_17_11,Providencia
4137,happy,Evento tipo happy,-33.316875,-70.65999999999998,2025-04-28 22:36:39,Q10_17_11,Lo Barnechea
4138,sunny,Evento tipo sunny,-33.316875,-70.65999999999998,2025-04-28 22:36:39,Q10_17_11,Maipú
4139,peaceful,Evento tipo peaceful,-33.316875,-70.65999999999998,2025-04-28 22:36:39,Q10_17_11,Maipú
4140,desconocido,Evento tipo desconocido,-33.316875,-70.61999999999999,2025-04-28 22:36:48,Q10_17_12,Las Rejas
4141,happy,Evento tipo happy,-33.316875,-70.61999999999999,2025-04-28 22:36:48,Q10_17_12,La Cisterna
4142,speedy,Evento tipo speedy,-33.316875,-70.61999999999999,2025-04-28 22:36:48,Q10_17_12,Peñalolén
4143,desconocido,Evento tipo desconocido,-33.316875,-70.57999999999998,2025-04-28 22:36:56,Q10_17_13,Vespucio Norte
4144,LOL,Evento tipo LOL,-33.316875,-70.57999999999998,2025-04-28 22:36:56,Q10_17_13,Vespucio Norte
4145,desconocido,Evento tipo desconocido,-33.316875,-70.53999999999999,2025-04-28 22:37:04,Q10_17_14,Vespucio Norte
4146,happy,Evento tipo happy,-33.316875,-70.53999999999999,2025-04-28 22:37:04,Q10_17_14,Apoquindo Las Condes
4147,inlove,Evento tipo inlove,-33.316875,-70.53999999999999,2025-04-28 22:37:04,Q10_17_14,Huechuraba
4148,ninja,Evento tipo ninja,-33.316875,-70.53999999999999,2025-04-28 22:37:04,Q10_17_14,Plaza Italia
4149,LOL,Evento tipo LOL,-33.316875,-70.53999999999999,2025-04-28 22:37:04,Q10_17_14,Las Rejas
4150,desconocido,Evento tipo desconocido,-33.316875,-70.49999999999999,2025-04-28 22:37:13,Q10_17_15,Pudahuel
4151,ninja,Evento tipo ninja,-33.316875,-70.49999999999999,2025-04-28 22:37:13,Q10_17_15,Lo Barnechea
4152,desconocido,Evento tipo desconocido,-33.316875,-70.46,2025-04-28 22:37:21,Q10_17_16,Autopista Central
4153,desconocido,Evento tipo desconocido,-33.316875,-70.41999999999999,2025-04-28 22:37:30,Q10_17_17,Plaza Italia
4154,desconocido,Evento tipo desconocido,-33.316875,-70.38,2025-04-28 22:37:38,Q10_17_18,Providencia
4155,desconocido,Evento tipo desconocido,-33.28,-71.01999999999998,2025-04-28 22:37:46,Q10_18_2,Peñalolén
4156,desconocido,Evento tipo desconocido,-33.28,-70.97999999999999,2025-04-28 22:37:54,Q10_18_3,Independencia
4157,desconocido,Evento tipo desconocido,-33.28,-70.93999999999998,2025-04-28 22:38:03,Q10_18_4,Ñuñoa Plaza Egaña
4158,desconocido,Evento tipo desconocido,-33.28,-70.89999999999999,2025-04-28 22:38:11,Q10_18_5,Macul
4159,happy,Evento tipo happy,-33.28,-70.89999999999999,2025-04-28 22:38:11,Q10_18_5,Grecia Ñuñoa
4160,inlove,Evento tipo inlove,-33.28,-70.89999999999999,2025-04-28 22:38:11,Q10_18_5,Puente Alto
4161,desconocido,Evento tipo desconocido,-33.28,-70.85999999999999,2025-04-28 22:38:19,Q10_18_6,Independencia
4162,happy,Evento tipo happy,-33.28,-70.85999999999999,2025-04-28 22:38:19,Q10_18_6,Maipú
4163,LOL,Evento tipo LOL,-33.28,-70.85999999999999,2025-04-28 22:38:19,Q10_18_6,Alameda Centro
4164,happy,Evento tipo happy,-33.28,-70.85999999999999,2025-04-28 22:38:20,Q10_18_6,Macul
4165,desconocido,Evento tipo desconocido,-33.28,-70.82,2025-04-28 22:38:28,Q10_18_7,Alameda Centro
4166,desconocido,Evento tipo desconocido,-33.28,-70.77999999999999,2025-04-28 22:38:36,Q10_18_8,Quinta Normal
4167,happy,Evento tipo happy,-33.28,-70.77999999999999,2025-04-28 22:38:36,Q10_18_8,Estación Central
4168,desconocido,Evento tipo desconocido,-33.28,-70.74,2025-04-28 22:38:44,Q10_18_9,Apoquindo Las Condes
4169,happy,Evento tipo happy,-33.28,-70.74,2025-04-28 22:38:44,Q10_18_9,Independencia
4170,inlove,Evento tipo inlove,-33.28,-70.74,2025-04-28 22:38:44,Q10_18_9,Independencia
4171,zombie,Evento tipo zombie,-33.28,-70.74,2025-04-28 22:38:44,Q10_18_9,Ñuñoa Plaza Egaña
4172,desconocido,Evento tipo desconocido,-33.28,-70.69999999999999,2025-04-28 22:38:53,Q10_18_10,Huechuraba
4173,happy,Evento tipo happy,-33.28,-70.69999999999999,2025-04-28 22:38:53,Q10_18_10,Los Dominicos
4174,inlove,Evento tipo inlove,-33.28,-70.69999999999999,2025-04-28 22:38:53,Q10_18_10,Quinta Normal
4175,peaceful,Evento tipo peaceful,-33.28,-70.69999999999999,2025-04-28 22:38:53,Q10_18_10,San Bernardo
4176,LOL,Evento tipo LOL,-33.28,-70.69999999999999,2025-04-28 22:38:53,Q10_18_10,Plaza Italia
4177,desconocido,Evento tipo desconocido,-33.28,-70.65999999999998,2025-04-28 22:39:01,Q10_18_11,Av. La Florida
4178,inlove,Evento tipo inlove,-33.28,-70.65999999999998,2025-04-28 22:39:01,Q10_18_11,Quinta Normal
4179,happy,Evento tipo happy,-33.28,-70.65999999999998,2025-04-28 22:39:01,Q10_18_11,Ñuñoa Plaza Egaña
4180,LOL,Evento tipo LOL,-33.28,-70.65999999999998,2025-04-28 22:39:01,Q10_18_11,Puente Alto
4181,peaceful,Evento tipo peaceful,-33.28,-70.65999999999998,2025-04-28 22:39:01,Q10_18_11,Av. La Florida
4182,sunny,Evento tipo sunny,-33.28,-70.65999999999998,2025-04-28 22:39:01,Q10_18_11,Costanera Norte
4183,desconocido,Evento tipo desconocido,-33.28,-70.61999999999999,2025-04-28 22:39:10,Q10_18_12,Huechuraba
4184,happy,Evento tipo happy,-33.28,-70.61999999999999,2025-04-28 22:39:10,Q10_18_12,Providencia
4185,LOL,Evento tipo LOL,-33.28,-70.61999999999999,2025-04-28 22:39:10,Q10_18_12,Peñalolén
4186,peaceful,Evento tipo peaceful,-33.28,-70.61999999999999,2025-04-28 22:39:10,Q10_18_12,Puente Alto
4187,ninja,Evento tipo ninja,-33.28,-70.61999999999999,2025-04-28 22:39:10,Q10_18_12,San Bernardo
4188,inlove,Evento tipo inlove,-33.28,-70.61999999999999,2025-04-28 22:39:10,Q10_18_12,Apoquindo Las Condes
4189,desconocido,Evento tipo desconocido,-33.28,-70.57999999999998,2025-04-28 22:39:18,Q10_18_13,Los Dominicos
4190,desconocido,Evento tipo desconocido,-33.28,-70.53999999999999,2025-04-28 22:39:26,Q10_18_14,Autopista Central
4191,desconocido,Evento tipo desconocido,-33.28,-70.49999999999999,2025-04-28 22:39:35,Q10_18_15,Independencia
4192,desconocido,Evento tipo desconocido,-33.28,-70.46,2025-04-28 22:39:43,Q10_18_16,San Joaquín
4193,desconocido,Evento tipo desconocido,-33.28,-70.41999999999999,2025-04-28 22:39:51,Q10_18_17,Independencia
4194,desconocido,Evento tipo desconocido,-33.28,-70.38,2025-04-28 22:40:00,Q10_18_18,Los Dominicos
4195,desconocido,Evento tipo desconocido,-33.833125,-71.01999999999998,2025-04-28 22:40:08,Q11_4_3,Macul
4196,desconocido,Evento tipo desconocido,-33.833125,-70.97999999999999,2025-04-28 22:40:16,Q11_4_4,Quinta Normal
4197,desconocido,Evento tipo desconocido,-33.833125,-70.93999999999998,2025-04-28 22:40:25,Q11_4_5,Peñalolén
4198,desconocido,Evento tipo desconocido,-33.833125,-70.89999999999999,2025-04-28 22:40:33,Q11_4_6,Pudahuel
4199,desconocido,Evento tipo desconocido,-33.833125,-70.85999999999999,2025-04-28 22:40:41,Q11_4_7,Huechuraba
4200,desconocido,Evento tipo desconocido,-33.833125,-70.82,2025-04-28 22:40:49,Q11_4_8,Plaza Italia
4201,desconocido,Evento tipo desconocido,-33.833125,-70.77999999999999,2025-04-28 22:40:58,Q11_4_9,Autopista Central
4202,desconocido,Evento tipo desconocido,-33.833125,-70.74,2025-04-28 22:41:06,Q11_4_10,La Cisterna
4203,happy,Evento tipo happy,-33.833125,-70.74,2025-04-28 22:41:06,Q11_4_10,Estación Central
4204,sunny,Evento tipo sunny,-33.833125,-70.74,2025-04-28 22:41:06,Q11_4_10,Las Rejas
4205,LOL,Evento tipo LOL,-33.833125,-70.74,2025-04-28 22:41:06,Q11_4_10,Estación Central
4206,inlove,Evento tipo inlove,-33.833125,-70.74,2025-04-28 22:41:06,Q11_4_10,Lo Barnechea
